title,price,image
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 8GB, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",32733 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5813.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 128GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",32733 Сом,https://enter.kg/images/stories/virtuemart/product/2_6807.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 500GB, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",32733 Сом,https://enter.kg/images/stories/virtuemart/product/2_5057_3276.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 500GB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",32833 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6893.jpg
"Acer Aspire 315-56 Rococo Red Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 500GB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",32833 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5109.jpg
"Acer Aspire 315-56 Rococo Red Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 1TB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",32833 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5711.jpg
"ASUS X515MA Grey Intel Quad Core N4120 (up to 2.6Ghz), 4GB, 500GB, Intel UHD Graphics 600, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, Win10, Eng-Rus",32833 Сом,https://enter.kg/images/stories/virtuemart/product/1) x515_7776.png
"ASUS X540UB Silver Intel Core i3-7020U (up to 3.1Ghz), 4GB, 128GB SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), DVDRW, WiFi, BT, Cam, DOS, Eng-Rus",32833 Сом,https://enter.kg/images/stories/virtuemart/product/1_4400_1688.jpg
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB, 1TB + 256GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",32833 Сом,https://enter.kg/images/stories/virtuemart/product/1_2407.png
"Lenovo Ideapad 3-15IML05 Platinum Grey Intel Pentium 6405U (2.4Ghz), 8GB, 256GB SSD, Nvidia GeForce MX130 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",32833 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4462.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",32833 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5080.jpg
"Lenovo V15 G3 i3-1215U 1.2-4.4GHz,8GB,SSD 512GB,15.6""FHD RUS BLACK + BAG",32833 Сом,https://enter.kg/images/stories/virtuemart/product/2_3669.jpeg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 128GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",32833 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7255.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",32933 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3606.jpg
"Lenovo Ideapad 3-15ADA05 Black Ryzen 3 3250U (up to 3.5Ghz), 12GB, 1TB + 128GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",32933 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1720.jpg
"Lenovo Ideapad 3-15ADA05 Black Ryzen 3 3250U (up to 3.5Ghz), 8GB, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",32933 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4009.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 500GB, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",32933 Сом,https://enter.kg/images/stories/virtuemart/product/2_4757.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1440.jpg
"Acer Aspire 315-56 Rococo Red Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3998.jpg
"Acer Extensa EX215-32 Black Intel N4500 (up to 2.8Ghz), 12GB, 512GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2756.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 12GB, 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_7158.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 500GB + 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_3767.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 512GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_6507.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 128GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3537.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 500GB, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7893_5159.jpg
"Lenovo Ideapad 3-15IML05 Platinum Grey Intel Pentium 6405U (2.4Ghz), 4GB, 1TB + 128GB M.2 NVMe PCIe, Nvidia GeForce MX130 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7641.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3930.jpg
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 12GB, 1TB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4400.jpg
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 20GB, 512GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8487.jpg
"Lenovo Ideapad S145-15AST Black A6-9225 (up to 3.00Ghz), 4GB DDR4, 512GB M.2 NVMe PCIe, AMD Radeon R7 M445 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5613.jpg
"Lenovo Ideapad S145-15AST Black A6-9225 (up to 3.00Ghz), 8GB DDR4, 256GB SSD, AMD Radeon R7 M445 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1885.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 1TB, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_7144_8042.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 256GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_1428_7845.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_4728.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 1TB, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_6230.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 256GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_5818.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 128GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33033 Сом,https://enter.kg/images/stories/virtuemart/product/11_2731.png
"Ноутбук Lenovo V15 G2 i3-1115G4 (up to 4.1Ghz), 8GB, 500GB SSD m.2 NVMe, Intel HD Graphics 620, 15.6"" FULL HD, WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus,черный, сумка в комплекте [82KB00Y8AK]",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2_6881.jpg
"Ноутбук Lenovo V15 G2 Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 256GB SSD m.2 NVMe, Intel HD Graphics 620, 15.6"" FULL HD, WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus, черный, сумка [82KB00YBAK]",33033 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7404.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33133 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8939.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33133 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1883.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 1TB, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33133 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8298.jpg
"Lenovo Ideapad 3-15IML05 Platinum Grey Intel Pentium 6405U (2.4Ghz), 8GB, 256GB M.2 NVMe PCIe, Nvidia GeForce MX130 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33133 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8412.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 8GB, 128GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33133 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3874.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 500GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",33133 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3292.jpg
"Ноутбук Lenovo V15 IML Iron Grey Intel Core i3-10110U (up to 4.2Ghz), 12GB DDR4, 1TB HDD + 256GB SSD NVMe, 15.6"" Full HD, WiFi, BT, Cam, DOS, Eng-Rus-Arabic, серый [82NB000GED]",33133 Сом,https://enter.kg/images/stories/virtuemart/product/777777_6696.jpeg
"Acer Aspire 3 A315-59 i3-1215U 1.2-4.4GHz, 8GB,SSD 256GB,15.6""FHD IPS RUS SILVER",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6164.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 1TB, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7258_1290.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 256GB SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5450.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5131.jpg
"Acer Aspire 315-56 Rococo Red Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 500GB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4127.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 256GB SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1606.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 1TB + 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2_5482.jpg
"Lenovo Ideapad 3-15ADA05 Black Ryzen 3 3250U (up to 3.5Ghz), 12GB, 1TB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1664.jpg
"Lenovo Ideapad 3-15ADA05 Black Ryzen 3 3250U (up to 3.5Ghz), 20GB, 512GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4786.jpg
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 12GB, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8654.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 256GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33233 Сом,https://enter.kg/images/stories/virtuemart/product/11_5612_1369.png
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 500GB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33333 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7175.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 1TB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33333 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6982_5089.jpg
"Acer Aspire 315-56 Rococo Red Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 1TB + 128GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33333 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2046.jpg
"ASUS X515MA Grey Intel Quad Core N4120 (up to 2.6Ghz), 4GB, 128GB M.2 NVMe PCIe, Intel UHD Graphics 600, 15.6"" LED HD, WiFi, BT, Cam, Win10, Eng-Rus",33333 Сом,https://enter.kg/images/stories/virtuemart/product/1_3745_6974.jpg
"Lenovo Ideapad 3-15IML05 Platinum Grey Intel Pentium 6405U (2.4Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Nvidia GeForce MX130 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33333 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7089.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 12GB, 128GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",33333 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7866.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 512GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus + BAG (сумка в комплекте)",33333 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1007_4522.jpg
"Lenovo Ideapad 3-15ADA05 Black Ryzen 3 3250U (up to 3.5Ghz), 12GB, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33433 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5529.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 8GB, 500GB + 128GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33433 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3285.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 8GB, 256GB SSD M.2 NVMe PCIe, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33433 Сом,https://enter.kg/images/stories/virtuemart/product/11_1437.png
"Ноутбук Lenovo IdeaPad 3 15IAU7 Intel Core i3-1215U (3.30-4.40Ghz), 12GB DDR4, 256GB SSD NVMe, 15.6"" (1920x1080) FHD, WiFi, BT 5.0, DOS, Arctic Grey [82RK00TQPS]",33433 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7633_8277.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33534 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7801.jpg
"ASUS X540UB Gold Intel Core i3-7020U (up to 3.1Ghz), 20GB, 128GB SSD, Nvidia Geforce MX110 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",33534 Сом,https://enter.kg/images/stories/virtuemart/product/1_5259_8148.jpg
"ASUS X540UB Silver Intel Core i3-7020U (up to 3.1Ghz), 20GB, 128GB SSD, Nvidia Geforce MX110 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",33534 Сом,https://enter.kg/images/stories/virtuemart/product/1_1632.png
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 128GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33534 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7551.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 12GB, 500GB, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33534 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6948.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 256GB SSD, Intel UHD Graphics Xe G4 48EUs, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33534 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6273.jpg
"Lenovo Ideapad S145-15AST Black A6-9225 (up to 3.00Ghz), 8GB DDR4, 256GB M.2 NVMe PCIe, AMD Radeon R7 M445 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",33534 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5280.jpg
"Lenovo V15 GEN2 ITL Black Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 256GB M.2 NVMe PCIe, Intel UHD Graphics Xe G4 48EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus + BAG (сумка в комплекте)",33534 Сом,https://enter.kg/images/stories/virtuemart/product/2_2804_6461.jpg
"Lenovo V15 GEN3 ITL Black Intel Core i3-1215U (up to 4.4Ghz), 12GB, 128GB SSD, Intel UHD Graphics 64EUs, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus Заводская Клавиатура",33534 Сом,https://enter.kg/images/stories/virtuemart/product/11_4827.png
"Notebook Foxcon Metal Silver Intel Core i5-5257U (2.7-3.1Ghz), 8GB, 512GB SSD, Intel HD Graphics 6100, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, HD WebCam, UltraSlim, Backlight Keyboard, Eng-Rus",33534 Сом,https://enter.kg/images/stories/virtuemart/product/1_2028_1599.jpg
"Ноутбук Acer EX215-55 Intel i3-1215U (up to 4.40Ghz), 8GB DDR4, 256GB SSD NVMe, 15.6"" Full HD IPS SlimBezel, LAN, WiFi, Bluetooth, DOS, графит",33534 Сом,https://enter.kg/images/novinka.gif
"Ноутбук Lenovo IdeaPad 3 15IAU7 Intel Core i3-1215U (3.30-4.40Ghz), 8GB DDR4, 512GB SSD NVMe, 15.6"" (1920x1080) FHD, WiFi, BT 5.0, DOS, Arctic Grey [82RK00TQPS]",33534 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2854_5872.jpg
"Ноутбук Lenovo V15 IML Iron Grey Intel Core i3-10110U (up to 4.2Ghz), 20GB DDR4, 512GB SSD NVMe, 15.6"" Full HD, WiFi, BT, Cam, DOS, Eng-Rus-Arabic, серый [82NB000GED]",33534 Сом,https://enter.kg/images/stories/virtuemart/product/777777_4175.jpeg
"Ноутбук Lenovo V15 IML Iron Grey Intel Core i3-10110U (up to 4.2Ghz), 8GB DDR4, 1TB SSD NVMe, 15.6"" Full HD, WiFi, BT, Cam, DOS, Eng-Rus-Arabic, серый [82NB000GED]",33534 Сом,https://enter.kg/images/stories/virtuemart/product/777777_8183.jpeg
